awarding_office,fain,award_num,org_type,recip_name_standardized,recipient_name,RecipientState,RecipientCountry,date_terminated,amt_obligated,amt_expended,total_payment_amt,amt_unliquidated,award_title,pres_action,for_cause,for_cause_num
"NIH","R35GM142975","3R35GM142975-04S1","University / Academic","UNIVERSITY OF CALIFORNIA SANTA BARBARA","UNIVERSITY OF CALIFORNIA SANTA BARBARA","CALIFORNIA","UNITED STATES",30may2025,1932046,1580980,1580980,351066,"DEFINING DNA RESECTION AND PROTEIN LOCALIZATION CHANGES THAT OCCUR DURING DSB REPAIR","N/A - Departmental Authority","-",0
"NIH","R01DC016278","3R01DC016278-08S1","University / Academic","UNIVERSITY OF CALIFORNIA SANTA BARBARA","UNIVERSITY OF CALIFORNIA SANTA BARBARA","CALIFORNIA","UNITED STATES",06jun2025,1548783.82,1539648,1539648,9136,"OPSINS AS A NEW CLASS OF EVOLUTIONARILY CONSERVED TASTE RECEPTORS","N/A - Departmental Authority","-",0
"NIH","R25GM104552","2R25GM104552-09","University / Academic","UNIVERSITY OF CALIFORNIA SANTA CRUZ","UNIVERSITY OF CALIFORNIA SANTA CRUZ","CALIFORNIA","UNITED STATES",14apr2025,370025,291277,291277,78748,"UC SANTA CRUZ PREP","N/A - Departmental Authority","-",0
"NIH","R25HG006836","5R25HG006836-12","University / Academic","UNIVERSITY OF CALIFORNIA SANTA CRUZ","UNIVERSITY OF CALIFORNIA SANTA CRUZ","CALIFORNIA","UNITED STATES",14apr2025,972000,588138,588138,383862,"UCSC RESEARCH MENTORING INTERNSHIP PROGRAM: AN INITIATIVE TO INCREASE DIVERSITY AND INCLUSION IN GENOMICS RESEARCH","N/A - Departmental Authority","-",0
"NIH","F31AI176804","1F31AI176804-01A1","University / Academic","UNIVERSITY OF CALIFORNIA SANTA CRUZ","UNIVERSITY OF CALIFORNIA SANTA CRUZ","CALIFORNIA","UNITED STATES",17apr2025,41873,41866,41866,7,"HOW RIBOSOMAL SILENCING PROMOTES CHRONIC INFECTION OF THE GASTRIC PATHOGEN HELICOBACTER PYLORI","N/A - Departmental Authority","-",0
"NIH","R01AI116946","3R01AI116946-09S1","University / Academic","UNIVERSITY OF CALIFORNIA SANTA CRUZ","UNIVERSITY OF CALIFORNIA SANTA CRUZ","CALIFORNIA","UNITED STATES",18apr2025,1906043,1547670,1547670,358373,"THE FUNCTION OF CHEMOTACTIC SIGNAL TRANSDUCTION DURING COLONIZATION AND DISEASE","N/A - Departmental Authority","-",0
"NIH","R01AI164682","3R01AI164682-04S1","University / Academic","UNIVERSITY OF CALIFORNIA SANTA CRUZ","UNIVERSITY OF CALIFORNIA SANTA CRUZ","CALIFORNIA","UNITED STATES",18apr2025,1600409,1355425,1355425,244984,"UNDERSTANDING AND MANIPULATING CHRONIC HELICOBACTER PYLORI TO ENHANCE TREATMENT","N/A - Departmental Authority","-",0
"NIH","T32GM135742","2T32GM135742-06","University / Academic","UNIVERSITY OF CALIFORNIA SANTA CRUZ","UNIVERSITY OF CALIFORNIA SANTA CRUZ","CALIFORNIA","UNITED STATES",24apr2025,328320,73770,73770,254550,"UCSC IMSD","N/A - Departmental Authority","-",0
"NIH","T34GM140956","5T34GM140956-04","University / Academic","UNIVERSITY OF CALIFORNIA SANTA CRUZ","UNIVERSITY OF CALIFORNIA SANTA CRUZ","CALIFORNIA","UNITED STATES",13jun2025,3307662,1946308,1946308,1361354,"THE MARC PROGRAM AT UCSC","N/A - Departmental Authority","-",0
"NIH","R21MD016457","5R21MD016457-02","University / Academic","UNIVERSITY OF CENTRAL FLORIDA","UNIVERSITY OF CENTRAL FLORIDA","FLORIDA","UNITED STATES",28feb2025,415735,410088.98,410088.98,5646.02,"FACILITATORS OF AND BARRIERS TO HEALTHCARE UTILIZATION AMONG RACIALLY AND ETHNICALLY DIVERSE TRANSGENDER AND GENDER NONBINARY YOUNG ADULTS","N/A - Departmental Authority","-",0
"NIH","DP2DA058436","1DP2DA058436-01","University / Academic","UNIVERSITY OF CENTRAL FLORIDA","UNIVERSITY OF CENTRAL FLORIDA","FLORIDA","UNITED STATES",14mar2025,2280000,269080.94,269080.94,2010919.06,"ENTRUST - ECONOMIC NAVIGATION AND STRENGTHENING TO REALIZE UNRESTRICTED SERVICES FOR TRANSGENDER WOMEN","N/A - Departmental Authority","-",0
"NIH","R00MD017967","4R00MD017967-03","University / Academic","UNIVERSITY OF CENTRAL FLORIDA","UNIVERSITY OF CENTRAL FLORIDA","FLORIDA","UNITED STATES",21mar2025,502260,264322.05,264322.05,237937.95,"SEXUALLY TRANSMITED INFECTION TESTING RISK AND PREVENTION AMONG TRANS WOMEN (STRIP-T)","N/A - Departmental Authority","-",0
"NIH","R01MH134051","5R01MH134051-02","University / Academic","UNIVERSITY OF CENTRAL FLORIDA","UNIVERSITY OF CENTRAL FLORIDA","FLORIDA","UNITED STATES",21mar2025,1518506,692527.86,692527.86,825978.14,"A STRENGTHS-BASED INTERSECTIONAL APPROACH TO SUICIDE PREVENTION AMONG BLACK SEXUAL AND GENDER MINORITY YOUTH","N/A - Departmental Authority","-",0
"NIH","R25AG076410","5R25AG076410-02","University / Academic","UNIVERSITY OF CENTRAL FLORIDA","UNIVERSITY OF CENTRAL FLORIDA","FLORIDA","UNITED STATES",26may2025,785890,523318,523318,262572,"INVESTIGATORS FROM NOVICES, A TRANSDISCIPLINARY RESEARCH EDUCATION PROGRAM TO INCREASE DIVERSITY (INTREPID) IN AGING RESEARCH","N/A - Departmental Authority","-",0
"NIH","R21AI182822","5R21AI182822-02","University / Academic","UNIVERSITY OF CHICAGO","UNIVERSITY OF CHICAGO","ILLINOIS","UNITED STATES",10mar2025,374670,156931.48,156931.48,217738.52,"COVID-19 TRANSMISSION, TESTING, AND VACCINATION DYNAMICS WITHIN MIGRANT WORKER SOCIAL NETWORKS","N/A - Departmental Authority","-",0
"NIH","R01DA057351","5R01DA057351-03","University / Academic","UNIVERSITY OF CHICAGO","UNIVERSITY OF CHICAGO","ILLINOIS","UNITED STATES",20mar2025,2814152,2457293.45,2457293.45,356858.55,"HEAVY CANNABIS USE, NEUROCOGNITION AND PREP CARE ENGAGEMENT AMONG YOUNG BLACK SEXUAL MINORITY MEN","N/A - Departmental Authority","-",0
"NIH","R01DA058965","5R01DA058965-02","University / Academic","UNIVERSITY OF CHICAGO","UNIVERSITY OF CHICAGO","ILLINOIS","UNITED STATES",20mar2025,1526676,767863,767863,758813,"ACHIEVING EQUITY IN PATIENT OUTCOME REPORTING FOR TIMELY ASSESSMENTS OF LIFE WITH HIV AND SUBSTANCE USE (EPORTAL HIV-S)","N/A - Departmental Authority","-",0
"NIH","P50MD017349","5P50MD017349-04","University / Academic","UNIVERSITY OF CHICAGO","UNIVERSITY OF CHICAGO","ILLINOIS","UNITED STATES",21mar2025,18840443,14454625.19,14454625.19,4385817.81,"CHICAGO CHRONIC CONDITION EQUITY NETWORK (C3EN)","N/A - Departmental Authority","-",0
"NIH","R21MD018707","5R21MD018707-02","University / Academic","UNIVERSITY OF CHICAGO","UNIVERSITY OF CHICAGO","ILLINOIS","UNITED STATES",21mar2025,457298,276049.34,276049.34,181248.66,"IDENTIFYING COMMUNITY-INFORMED DOXYPEP IMPLEMENTATION STRATEGIES TO GUIDE EQUITABLE DELIVERY OF SYPHILIS PREVENTION","N/A - Departmental Authority","-",0
"NIH","U01GM132375","5U01GM132375-05","University / Academic","UNIVERSITY OF CHICAGO","UNIVERSITY OF CHICAGO","ILLINOIS","UNITED STATES",21mar2025,2057903,1902669.82,1902669.82,155233.18,"BOOSTING MENTOR EFFECTIVENESS IN TRAINING OF RESEARCH SCIENTISTS (MENTORS) USING SOCIAL COGNITIVE CAREER THEORY TO SUPPORT ENTRY OF WOMEN & MINORITIES INTO PHYSICIAN-SCIENTIST CAREERS","N/A - Departmental Authority","-",0
"NIH","R25GM066522","2R25GM066522-19","University / Academic","UNIVERSITY OF CHICAGO","UNIVERSITY OF CHICAGO","ILLINOIS","UNITED STATES",14apr2025,432000,432000,432000,,"THE UNIVERSITY OF CHICAGO PREP","N/A - Departmental Authority","-",0
"NIH","DP2AI171120","3DP2AI171120-03S1","University / Academic","UNIVERSITY OF CHICAGO","UNIVERSITY OF CHICAGO","ILLINOIS","UNITED STATES",18apr2025,91090,45065,45065,46025,"CROSSING SCALES TO PREDICT AND PREVENT BAT VIRUS ZOONOSES IN A MADAGASCAR ECOSYSTEM","N/A - Departmental Authority","-",0
"NIH","DP2AI171120","3DP2AI171120-03S2","University / Academic","UNIVERSITY OF CHICAGO","UNIVERSITY OF CHICAGO","ILLINOIS","UNITED STATES",18apr2025,50856,,,50856,"CROSSING SCALES TO PREDICT AND PREVENT BAT VIRUS ZOONOSES IN A MADAGASCAR ECOSYSTEM","N/A - Departmental Authority","-",0
"NIH","R01MH127162","3R01MH127162-03S1","University / Academic","UNIVERSITY OF CHICAGO","UNIVERSITY OF CHICAGO","ILLINOIS","UNITED STATES",24apr2025,934489,609296,609296,325193,"2/5 BIOMARKERS/BIOTYPES, COURSE OF EARLY PSYCHOSIS AND SPECIALTY SERVICES (BICEPS)","N/A - Departmental Authority","-",0
"NIH","T32GM152395","5T32GM152395-02","University / Academic","UNIVERSITY OF CHICAGO","UNIVERSITY OF CHICAGO","ILLINOIS","UNITED STATES",24apr2025,1092004,292082,292082,799922,"THE UNIVERSITY OF CHICAGO INITIATIVE FOR MAXIMIZING STUDENT DEVELOPMENT (IMSD)","N/A - Departmental Authority","-",0
"NIH","F31DK136333","5F31DK136333-02","University / Academic","UNIVERSITY OF CHICAGO","UNIVERSITY OF CHICAGO","ILLINOIS","UNITED STATES",28apr2025,96668,89324,89324,7344,"EXPLORING THE ROLE AND MECHANISMS OF ACTION OF UC POUCHITIS-ASSOCIATED PATHOBIONTS (PAP) TO GAIN INSIGHTS INTO THE ETIOPATHOGENESIS OF INFLAMMATORY BOWEL DISEASES","N/A - Departmental Authority","-",0
"NIH","R01MH132692","5R01MH132692-03","University / Academic","UNIVERSITY OF CINCINNATI","UNIVERSITY OF CINCINNATI","OHIO","UNITED STATES",20mar2025,2256587,1104051.17,1104051.17,1152535.83,"YOUNG SEXUAL MINORITY WOMEN'S MENTAL HEALTH: DEVELOPMENTAL TRAJECTORIES MECHANISMS OF RISK AND PROTECTIVE FACTORS.","N/A - Departmental Authority","-",0
"NIH","R01AG072592","5R01AG072592-04","University / Academic","UNIVERSITY OF CINCINNATI","UNIVERSITY OF CINCINNATI","OHIO","UNITED STATES",21mar2025,5329542,3984441.21,3984441.21,1345100.79,"CEREBRAL SMALL VESSEL DISEASE BURDEN AND RACIAL DISPARITY IN VASCULAR COGNITIVE IMPAIRMENT AND ALZHEIMERS DISEASE AND ITS RELATED DEMENTIAS","N/A - Departmental Authority","-",0
"NIH","R21DC021537","5R21DC021537-02","University / Academic","UNIVERSITY OF CINCINNATI","UNIVERSITY OF CINCINNATI","OHIO","UNITED STATES",21mar2025,545025,229631.17,229631.17,315393.83,"IMPROVING THE ACCESSIBILITY OF TRANSGENDER VOICE TRAINING WITH VISUAL-ACOUSTIC BIOFEEDBACK","N/A - Departmental Authority","-",0
"NIH","R01MD019279","1R01MD019279-01","University / Academic","UNIVERSITY OF CINCINNATI","UNIVERSITY OF CINCINNATI","OHIO","UNITED STATES",29apr2025,243000,5675,5675,237325,"BUILDING HEALTHY HABITS FOR HEART HEALTH","N/A - Departmental Authority","-",0
"NIH","R01DK136632","3R01DK136632-01A1S1","University / Academic","UNIVERSITY OF CINCINNATI","UNIVERSITY OF CINCINNATI","OHIO","UNITED STATES",14may2025,1001834,721684,721684,280150,"HISTONE CHAPERONES AND CELL STATE REGULATION","N/A - Departmental Authority","-",0
"NIH","R01DA059234","3R01DA059234-02S1","University / Academic","UNIVERSITY OF COLORADO","UNIVERSITY OF COLORADO","COLORADO","UNITED STATES",04apr2025,1566712,502434,502434,1064278,"HEMP-DERIVED CANNABIDIOL FOR THE TREATMENT OF CANNABIS USE DISORDER IN CONCENTRATE USERS: A DOUBLE- BLIND PLACEBO-CONTROLLED RANDOMIZED TRIAL","N/A - Departmental Authority","-",0
"NIH","R01AI168916","3R01AI168916-02S1","University / Academic","UNIVERSITY OF COLORADO","UNIVERSITY OF COLORADO","COLORADO","UNITED STATES",18apr2025,1162657,723677,723677,438980,"INFECTION-DEPENDENT VULNERABILITIES OF GRAM-NEGATIVE BACTERIAL PATHOGENS","N/A - Departmental Authority","-",0
"NIH","R01AR069060","3R01AR069060-06S1","University / Academic","UNIVERSITY OF COLORADO","UNIVERSITY OF COLORADO","COLORADO","UNITED STATES",29apr2025,2436121,1692625,1692625,743496,"AN ENGINEERED TIDEMARK FOR OSTEOCHONDRAL TISSUE ENGINEERING","N/A - Departmental Authority","-",0
"NIH","F31GM151838","1F31GM151838-01A1","University / Academic","UNIVERSITY OF COLORADO","UNIVERSITY OF COLORADO","COLORADO","UNITED STATES",02jun2025,41984,41557,41557,427,"UNDERSTANDING THE ROLE OF COILED-COIL DOMAINS IN REGULATING LIQUID-LIQUID PHASE SEPARATION OF PROTEIN ASSEMBLIES IN CELL DIVISION","N/A - Departmental Authority","-",0
"NIH","R25GM142056","5R25GM142056-04","University / Academic","UNIVERSITY OF COLORADO","UNIVERSITY OF COLORADO","COLORADO","UNITED STATES",02jun2025,728114,469266,469266,258848,"EMPOWER: ENACTING MATERIALS TO PROMOTE OWNERSHIP, ENGAGEMENT AND RELEVANCE","N/A - Departmental Authority","-",0
"NIH","R25GM140243","5R25GM140243-03","University / Academic","UNIVERSITY OF COLORADO DENVER","UNIVERSITY OF COLORADO DENVER","COLORADO","UNITED STATES",14apr2025,976398,857159,857159,119239,"COLORADO PREPARATION IN INTERDISCIPLINARY KNOWLEDGE TO EXCEL PREP","N/A - Departmental Authority","-",0
"NIH","R01AI182423","1R01AI182423-01","University / Academic","UNIVERSITY OF COLORADO DENVER","UNIVERSITY OF COLORADO DENVER","COLORADO","UNITED STATES",17apr2025,541908,387767,387767,154141,"CD79A AS A MOLECULAR SWITCH REGULATING B CELL ACTIVATION","N/A - Departmental Authority","-",0
"NIH","R01AI178925","5R01AI178925-02","University / Academic","UNIVERSITY OF COLORADO DENVER","UNIVERSITY OF COLORADO DENVER","COLORADO","UNITED STATES",17apr2025,927510,835044,835044,92466,"DENDRITIC CELL TARGETING BY BACTERIAL LYSM PROTEINS TO SUPPRESS INFLAMMATION","N/A - Departmental Authority","-",0
"NIH","R25EB031572","5R25EB031572-02","University / Academic","UNIVERSITY OF COLORADO DENVER","UNIVERSITY OF COLORADO DENVER","COLORADO","UNITED STATES",17apr2025,636264,540504,540504,95760,"ESTEEMED SCHOLARS PROGRAM IN BIOENGINEERING AT THE UNIVERSITY OF COLORADO DENVER","N/A - Departmental Authority","-",0
"NIH","DP2AI177927","3DP2AI177927-02S1","University / Academic","UNIVERSITY OF COLORADO DENVER","UNIVERSITY OF COLORADO DENVER","COLORADO","UNITED STATES",18apr2025,1045217,717744,717744,327473,"DISSECTING THE IMPACT OF IMMUNE ENVIRONMENT ON CANDIDA ALBICANS PATHOGENIC POTENTIAL IN THE GUT","N/A - Departmental Authority","-",0
"NIH","R01MH129495","3R01MH129495-03S1","University / Academic","UNIVERSITY OF COLORADO DENVER","UNIVERSITY OF COLORADO DENVER","COLORADO","UNITED STATES",24apr2025,2470224,1986163,1986163,484061,"EXTRACELLULAR VESICLES AS BIOMARKERS OF TRAUMA EXPOSURE AND PTSD RISK","N/A - Departmental Authority","-",0
"NIH","R01AR078414","3R01AR078414-04S1","University / Academic","UNIVERSITY OF COLORADO DENVER","UNIVERSITY OF COLORADO DENVER","COLORADO","UNITED STATES",25apr2025,3358316,2623342,2623342,734974,"STUDIES ON GUT MICROBIOME-JOINT CONNECTIONS IN ARTHRITIS","N/A - Departmental Authority","-",0
"NIH","R01AG079217","3R01AG079217-03S2","University / Academic","UNIVERSITY OF COLORADO DENVER","UNIVERSITY OF COLORADO DENVER","COLORADO","UNITED STATES",29apr2025,1924327,1646541,1646541,277786,"TARGETING MICROGLIAL LIPOPROTEIN LIPASE IN ALZHEIMERS DISEASE","N/A - Departmental Authority","-",0
"NIH","U01DK137272","5U01DK137272-02","University / Academic","UNIVERSITY OF COLORADO DENVER","UNIVERSITY OF COLORADO DENVER","COLORADO","UNITED STATES",30apr2025,2113431,1307319,1307319,806112,"NAVIGATE KIDNEY: A MULTI-LEVEL INTERVENTION TO REDUCE KIDNEY HEALTH DISPARITIES","N/A - Departmental Authority","-",0
"NIH","R25DA061492","1R25DA061492-01","University / Academic","UNIVERSITY OF COLORADO DENVER","UNIVERSITY OF COLORADO DENVER","COLORADO","UNITED STATES",02may2025,269974,105207,105207,164767,"PREPARING INDIGENOUS SCIENTISTS TO LEAD INNOVATIVE SUBSTANCE USE RESEARCH: THE NATIVE CHILDRENS RESEARCH EXCHANGE SCHOLARS PROGRAM","N/A - Departmental Authority","-",0
"NIH","R01AG079193","3R01AG079193-02S1","University / Academic","UNIVERSITY OF COLORADO DENVER","UNIVERSITY OF COLORADO DENVER","COLORADO","UNITED STATES",02may2025,81107,81107,81107,,"ENDOSCOPY FOR NASAL AMYLOID DEPOSITS, ADMINISTRATIVE SUPPLEMENT UNDER VIRUS AND OLFACTORY SYSTEM INTERACTIONS ACCELERATE ALZHEIMERS DISEASE PATHOLOGY","N/A - Departmental Authority","-",0
"NIH","R01AG079193","3R01AG079193-02S2","University / Academic","UNIVERSITY OF COLORADO DENVER","UNIVERSITY OF COLORADO DENVER","COLORADO","UNITED STATES",02may2025,77329,77278,77278,51,"POSTBACCALAUREATE STUDIES BY MS. AMALIA BUSTILLOS UNDERSTANDING WHETHER VIRAL INFECTION OF THE OLFACTORY SYSTEM ACCELERATE ALZHEIMERS DISEASE","N/A - Departmental Authority","-",0
"NIH","K01MD015768","5K01MD015768-04","University / Academic","UNIVERSITY OF COLORADO DENVER","UNIVERSITY OF COLORADO DENVER","COLORADO","UNITED STATES",05may2025,483256,359783,359783,123473,"MENTAL HEALTH PHENOTYPES SHAPED BY TRAUMA EXPOSURE, SYMPTOM SEVERITY, AND INDIVIDUAL CHARACTERISTICS AMONG RECENT LATINX IMMIGRANT ADULTS","N/A - Departmental Authority","-",0
"NIH","R01ES031585","3R01ES031585-04S1","University / Academic","UNIVERSITY OF COLORADO DENVER","UNIVERSITY OF COLORADO DENVER","COLORADO","UNITED STATES",09may2025,3105028,2524397,2524397,580631,"PARTICULATE EXPOSURE AND KIDNEY HEALTH","N/A - Departmental Authority","-",0
"NIH","R01AI186275","3R01AI186275-01S1","University / Academic","UNIVERSITY OF COLORADO DENVER","UNIVERSITY OF COLORADO DENVER","COLORADO","UNITED STATES",15may2025,1194271,410404,410404,783867,"PD-L1 REVERSE SIGNALING IN LIVER HOMEOSTASIS AND DISEASE","N/A - Departmental Authority","-",0
"NIH","U01DK137272","5U01DK137272-02S1","University / Academic","UNIVERSITY OF COLORADO DENVER","UNIVERSITY OF COLORADO DENVER","COLORADO","UNITED STATES",20may2025,,,,,"NAVIGATE-KIDNEY: INCREASING DIVERSITY IN THE RESEARCH WORKFORCE","N/A - Departmental Authority","-",0
"NIH","U01DK137272","5U01DK137272-02S2","University / Academic","UNIVERSITY OF COLORADO DENVER","UNIVERSITY OF COLORADO DENVER","COLORADO","UNITED STATES",20may2025,,,,,"NAVIGATE-KIDNEY: REDUCING TYPE 1 ERROR RATE BY MODIFYING METHODS TO INDIVIDUALLY RANDOMIZED GROUP TREATMENT TRIAL","N/A - Departmental Authority","-",0
"NIH","K00MH134674","7K00MH134674-05","University / Academic","UNIVERSITY OF COLORADO DENVER","UNIVERSITY OF COLORADO DENVER","COLORADO","UNITED STATES",26may2025,229462,218800,218800,10662,"THE ROLE OF DENDRITIC EXCITABILITY IN CONTROLLING GABAERGIC SYNAPSE MATURATION","N/A - Departmental Authority","-",0
"NIH","DP1DA061279","1DP1DA061279-01","University / Academic","UNIVERSITY OF COLORADO DENVER","UNIVERSITY OF COLORADO DENVER","COLORADO","UNITED STATES",02jun2025,982800,,,982800,"PRECISION PHARMACOGENOMICS AND INDIGENOUS RESEARCH: A NOVEL APPROACH TO TOBACCO CESSATION EFFICACY IN AMERICAN INDIAN COMMUNITIES","N/A - Departmental Authority","-",0
"NIH","R01DA061228","1R01DA061228-01","University / Academic","UNIVERSITY OF COLORADO DENVER","UNIVERSITY OF COLORADO DENVER","COLORADO","UNITED STATES",02jun2025,773241,87192,87192,686049,"IMPROVING HEALTH AND HOUSING OUTCOMES THROUGH A SIMULATION AND ECONOMIC MODEL (IHOUSE MODEL)","N/A - Departmental Authority","-",0
"NIH","R01GM127365","3R01GM127365-06S1","University / Academic","UNIVERSITY OF COLORADO DENVER","UNIVERSITY OF COLORADO DENVER","COLORADO","UNITED STATES",10jun2025,942855,869337,869337,73518,"STRUCTURE AND FUNCTION OF ESSENTIAL NUCLEOPROTEIN COMPLEXES ALONG A VIRAL GENOME PACKAGING PATHWAY","N/A - Departmental Authority","-",0
"NIH","R01AI173121","3R01AI173121-03S1","University / Academic","UNIVERSITY OF COLORADO DENVER","UNIVERSITY OF COLORADO DENVER","COLORADO","UNITED STATES",12jun2025,1204643,1076325,1076325,128318,"THE IMPACT OF ER STRESS ON SALMONELLA TYPHIMURIUM INFECTIONS","N/A - Departmental Authority","-",0
"NIH","T34GM149812","5T34GM149812-02","University / Academic","UNIVERSITY OF COLORADO DENVER","UNIVERSITY OF COLORADO DENVER","COLORADO","UNITED STATES",13jun2025,452709,400468,400468,52241,"MARC AT THE UNIVERSITY OF COLORADO DENVER","N/A - Departmental Authority","-",0
"NIH","R01DA061661","1R01DA061661-01","University / Academic","UNIVERSITY OF CONNECTICUT","UNIVERSITY OF CONNECTICUT STORRS","CONNECTICUT","UNITED STATES",20mar2025,773845,121168.96,121168.96,652676.04,"OPTIMIZING A JUST-IN-TIME ADAPTIVE INTERVENTION TO INCREASE UPTAKE OF CHEMSEX HARM REDUCTION SERVICES IN MSM: A MICRO-RANDOMIZED TRIAL","N/A - Departmental Authority","-",0
"NIH","R33TW011665","5R33TW011665-06","University / Academic","UNIVERSITY OF CONNECTICUT","UNIVERSITY OF CONNECTICUT STORRS","CONNECTICUT","UNITED STATES",21mar2025,1292531,968099.27,968099.27,324431.73,"DEVELOPMENT AND TESTING OF A MOBILE APPLICATION TO ENHANCE HIV PREVENTION CASCADE IN MALAYSIAN MSM","N/A - Departmental Authority","-",0
"NIH","R01DK136795","3R01DK136795-02S1","University / Academic","UNIVERSITY OF CONNECTICUT","UNIVERSITY OF CONNECTICUT STORRS","CONNECTICUT","UNITED STATES",29apr2025,888916,557940,557940,330976,"A NON-INFERIORITY TRIAL COMPARING SYNCHRONOUS AND ASYNCHRONOUS REMOTELY-DELIVERED LIFESTYLE INTERVENTIONS","N/A - Departmental Authority","-",0
"NIH","R03DK135896","3R03DK135896-02S1","University / Academic","UNIVERSITY OF CONNECTICUT","UNIVERSITY OF CONNECTICUT SCH OF MED/DNT","CONNECTICUT","UNITED STATES",29apr2025,350638,150804,150804,199834,"INVESTIGATING THE CELL TYPE- AND RECEPTOR-SPECIFIC EFFECTS OF ERYTHROPOIETIN THAT MEDIATE ERYTHROPOIESIS AND THROMBOPOIESIS IN PRIMARY HUMAN HEMATOPOIETIC PROGENITOR CELLS","N/A - Departmental Authority","-",0
"NIH","F31GM147952","5F31GM147952-02","University / Academic","UNIVERSITY OF CONNECTICUT","UNIVERSITY OF CONNECTICUT STORRS","CONNECTICUT","UNITED STATES",06may2025,91672,87236,87236,4436,"INVESTIGATING THE CONFORMATIONAL CHANGES OF THE PORTAL PROTEIN THAT DRIVE DNA PACKAGING IN A DSDNA VIRUS","N/A - Departmental Authority","-",0
"NIH","R01AI171196","1R01AI171196-01A1","University / Academic","UNIVERSITY OF DELAWARE","UNIVERSITY OF DELAWARE","DELAWARE","UNITED STATES",17apr2025,346677,130879,130879,215798,"PHOSPHOARGININE-LINKED PROTEIN QUALITY CONTROL AND STRESS RESPONSES IN MYCOBACTERIA","N/A - Departmental Authority","-",0
"NIH","R01MD018167","5R01MD018167-03","University / Academic","UNIVERSITY OF DENVER","UNIVERSITY OF DENVER (COLORADO SEMINARY)","COLORADO","UNITED STATES",20mar2025,1860418,933924.38,933924.38,926493.62,"SEXUAL MINORITY COUPLES' HEALTH DURING THE TRANSITION TO MARRIAGE","N/A - Departmental Authority","-",0
"NIH","T34GM149474","5T34GM149474-02","University / Academic","UNIVERSITY OF DETROIT MERCY","UNIVERSITY OF DETROIT MERCY","MICHIGAN","UNITED STATES",03apr2025,409205,333396,333396,75809,"U-RISE AT UNIVERSITY OF DETROIT MERCY","N/A - Departmental Authority","-",0
"NIH","DP2MH132938","3DP2MH132938-01S1","University / Academic","UNIVERSITY OF FLORIDA","UNIVERSITY OF FLORIDA","FLORIDA","UNITED STATES",24mar2025,,,,,"ASSESSING INTERNALIZED HEALTH-RELATED STIGMA IN SPANISH-SPEAKING LATINO ADULTS","N/A - Departmental Authority","-",0
"NIH","R01DA057886","3R01DA057886-02S1","University / Academic","UNIVERSITY OF FLORIDA","UNIVERSITY OF FLORIDA","FLORIDA","UNITED STATES",04apr2025,1438243,728489,728489,709754,"SOCIAL DETERMINANTS OF HEALTH FOR PREDICTING RISKS OF HCV INFECTION AND HCV/HIV CO-INFECTION","N/A - Departmental Authority","-",0
"NIH","R01MD015920","3R01MD015920-03S1","University / Academic","UNIVERSITY OF FLORIDA","UNIVERSITY OF FLORIDA","FLORIDA","UNITED STATES",17apr2025,2217419,1482438,1482438,734981,"LONGITUDINAL DETERMINANTS OF THRIVING AND WELL-BEING IN VENEZUELAN CRISIS MIGRANTS","N/A - Departmental Authority","-",0
"NIH","P01CA214091","3P01CA214091-08S1","University / Academic","UNIVERSITY OF FLORIDA","UNIVERSITY OF FLORIDA","FLORIDA","UNITED STATES",22apr2025,77664,77664,77664,,"NONCODING RNAS IN GAMMA-HERPESVIRUS BIOLOGY AND AIDS MALIGNANCIES","N/A - Departmental Authority","-",0
"NIH","P01CA214091","3P01CA214091-08S2","University / Academic","UNIVERSITY OF FLORIDA","UNIVERSITY OF FLORIDA","FLORIDA","UNITED STATES",22apr2025,76753,73997,73997,2756,"NONCODING RNAS IN GAMMA-HERPESVIRUS BIOLOGY AND AIDS MALIGNANCIES","N/A - Departmental Authority","-",0
"NIH","R01MH126236","3R01MH126236-04S1","University / Academic","UNIVERSITY OF FLORIDA","UNIVERSITY OF FLORIDA","FLORIDA","UNITED STATES",24apr2025,2816603,2479123,2479123,337480,"PRECLINICAL ASSAYS OF HIPPOCAMPAL-PREFRONTAL CORTICAL CIRCUIT ENGAGEMENT FOR APPLICATION IN THERAPEUTIC DEVELOPMENT","N/A - Departmental Authority","-",0
"NIH","R01AR079220","3R01AR079220-04S1","University / Academic","UNIVERSITY OF FLORIDA","UNIVERSITY OF FLORIDA","FLORIDA","UNITED STATES",25apr2025,2780168,2038849,2038849,741319,"CIRCADIAN CLOCK AND MUSCLE HEALTH","N/A - Departmental Authority","-",0
"NIH","R21DK138414","1R21DK138414-01A1","University / Academic","UNIVERSITY OF FLORIDA","UNIVERSITY OF FLORIDA","FLORIDA","UNITED STATES",30apr2025,192625,68723,68723,123902,"LIQUID BIOPSY TECHNOLOGY TOWARDS INDIVIDUALIZED IMMUNOSUPPRESSION THERAPY","N/A - Departmental Authority","-",0
"NIH","R01AG075900","3R01AG075900-03S1","University / Academic","UNIVERSITY OF FLORIDA","UNIVERSITY OF FLORIDA","FLORIDA","UNITED STATES",02may2025,2266150,1813463,1813463,452687,"CONTRIBUTIONS OF TAU-MEDIATED TRANSLATIONAL DYSREGULATION TO PATHOGENESIS AND PROGRESSION OF FRONTO-TEMPORAL DEMENTIA","N/A - Departmental Authority","-",0
