awarding_office,fain,award_num,recipient_name,date_terminated,amt_obligated,amt_expended,total_payment_amt,amt_unliquidated,award_title,pres_action,for_cause
"NIH","R25HG010857","5R25HG010857-05","STANFORD UNIVERSITY",12mar2025,1294174,810205,810205,285283,"Genomics Diversity Summer Program (GDSP) at Stanford","N/A - Departmental
Authority","-"
"NIH","R25HG012330","5R25HG012330-03","ARIZONA STATE UNIVERSITY-
TEMPE CAMPUS",21mar2025,743927,170236.97,170236.97,573690.03,"Training in Genomics Research (TiGeR)","N/A - Departmental
Authority","-"
"NIH","R25HL096260","5R25HL096260-15","Columbia University",12mar2025,415168,412514,412514,2654,"BEST-DP: Biostatistics & Epidemiology Summer Training
Diversity Program","N/A - Departmental
Authority","-"
"NIH","R25HL156002","5R25HL156002-04","Columbia University",14mar2025,500472,500472,500472,0,"Training in Cardiovascular Sciences for Under Represented
Students","N/A - Departmental
Authority","-"
"NIH","R25HL161786","5R25HL161786-04","Columbia University",14mar2025,979384,589481.71,589481.71,389902.29,"Summer Institute for Training in Biostatistics and Data Science at Columbia (SIBDS@Columbia)","N/A - Departmental Authority","-"
"NIH","R25MH080665","5R25MH080665-13","Columbia University",12mar2025,1282360,828976,828976,453384,"HIV Intervention Science Training Program for
Underrepresented Investigators","N/A - Departmental
Authority","-"
"NIH","R25MH119858","5R25MH119858-05","PUBLIC HEALTH FOUNDATION
ENTERPRISES",21mar2025,1333478,1076028.56,1076028.56,257449.44,"SHINE Strong: Building the pipeline of HIV behavioral
scientists with expertise in trans population health","N/A - Departmental
Authority","-"
"NIH","R25MH126703","5R25MH126703-04","UNIVERSITY OF MICHIGAN AT ANN ARBOR",21mar2025,1147662,1147662,1147662,0,"Pipeline to Graduate Education and Careers in Behavioral and Social Science Research for URM Undergraduates: Addressing HIV in Sexual and Gender Minority Communities","N/A - Departmental Authority","-"
"NIH","R25MH129290","5R25MH129290-03","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",21mar2025,651999,518244.31,518244.31,133754.69,"Short Trainings on Methods for Recruiting Sampling and Counting Hard-to-Reach Populations: The H2R Training
Program","N/A - Departmental Authority","-"
"NIH","R25NS130961","5R25NS130961-03","Columbia University",14mar2025,1078768,526299.8100000001,526299.8100000001,552468.1899999999,"CADRE Program for Postbaccalaureate Training in the Neurosciences","N/A - Departmental Authority","-"
"NIH","R33CA253604","5R33CA253604-03","Columbia University",14mar2025,564476.08,278983.06,278983.06,285493.02,"SEARCH: SMS Electronic Adolescent Reminders for
Completion of HPV vaccination- Uganda","N/A - Departmental
Authority","-"
"NIH","R33HD107988","5R33HD107988-04","UNIV OF MASSACHUSETTS MED SCH WORCESTER",21mar2025,967006,733509.14,733509.14,233496.86,"Optimizing an mHealth intervention to improve uptake and adherence of the HIV pre-exposure prophylaxis (PrEP) in
vulnerable adolescents and emerging adults","N/A - Departmental Authority","-"
"NIH","R33MH120236","5R33MH120236-04","SAN DIEGO STATE UNIVERSITY",21mar2025,2874727,2681123.47,2681123.47,193603.53,"Suicide Prevention for Sexual and Gender Minority Youth","N/A - Departmental
Authority","-"
"NIH","R33TW011665","5R33TW011665-06","UNIVERSITY OF CONNECTICUT
STORRS",21mar2025,1292531,968099.27,968099.27,324431.73,"Development and Testing of a Mobile Application to
Enhance HIV Prevention Cascade in Malaysian MSM","N/A - Departmental
Authority","-"
"NIH","R33TW011752","5R33TW011752-06","Columbia University",12mar2025,1016531,656616,656616,359915,"Preparing for pre-exposure prophylaxis implementation in Central-Eastern European Countries with low access to
biomedical prevention","N/A - Departmental Authority","-"
"NIH","R34AA030035","5R34AA030035-03","RHODE ISLAND HOSPITAL",21mar2025,719424,407710.34,407710.34,311713.66,"Integrated Alcohol and Sexual Assault Prevention for
Bisexual Women","N/A - Departmental
Authority","-"
"NIH","R34CA283408","5R34CA283408-02","UNIVERSITY OF ROCHESTER",21mar2025,555266,303877.01,303877.01,251388.99,"Adapting the FOCUS Program for Sexual and Gender
Minority (SGM) Cancer Patients and Caregivers","N/A - Departmental
Authority","-"
"NIH","R34DA055503","5R34DA055503-03","FLORIDA STATE UNIVERSITY",21mar2025,771111,510027.06,510027.06,261083.94,"Integration of Electronic SBI(RT) into an HIV Testing Program
to Reduce Substance Use and HIV risk Behavior among MSM in Argentina","N/A - Departmental Authority","-"
"NIH","R34DA058191","5R34DA058191-02","UNIVERSITY OF COLORADO DENVER",21mar2025,493777,276641.65,276641.65,217135.35,"Proud to Quit (P2Q): A Person-centered mobile technology intervention for smoking cessation among transgender
adults","N/A - Departmental Authority","-"
"NIH","R34MH124081","5R34MH124081-03","UNIV OF MASSACHUSETTS MED SCH WORCESTER",21mar2025,671459,666470.54,666470.54,4988.46,"Adapting effective mhealth interventions to improve uptake and adherence of the HIV pre- exposure prophylaxis (PrEP)
in Thai young MSM","N/A - Departmental Authority","-"
"NIH","R34MH126894","5R34MH126894-03","BROWN UNIVERSITY",21mar2025,631656,351306.3,351306.3,280349.7,"Making universal, free-of-charge antiretroviral therapy work
for sexual and gender minority youth in Brazil","N/A - Departmental
Authority","-"
"NIH","R34MH128163","5R34MH128163-03","Columbia University",12mar2025,733466,646423.84,646423.84,87042.16,"Development and Testing of MyPEEPS Mobile for Young
Transgender Men","N/A - Departmental
Authority","-"
"NIH","R34MH129187","5R34MH129187-03","EMORY UNIVERSITY",21mar2025,717975,597790.87,597790.87,120184.13,"Brothers building brothers by breaking barriers (B6): A
resilience-focused intervention for young Black gay and bisexual men living with HIV","N/A - Departmental Authority","-"
"NIH","R34MH129189","5R34MH129189-03","TEMPLE UNIV OF THE COMMONWEALTH",21mar2025,753463,604737.99,604737.99,148725.01,"Data-driven peer-led messaging using social media
influencers to increase PrEP awareness and uptake among transgender women","N/A - Departmental Authority","-"
"NIH","R34MH129208","5R34MH129208-03","MEDICAL COLLEGE OF WISCONSIN",21mar2025,677482,449772.4,449772.4,227709.6,"3T-Prevent: Piloting a multi-level, combination intervention strategy to expand HIV and bacterial STI prevention","N/A - Departmental Authority","-"
"NIH","R34MH129218","5R34MH129218-03","UNIV OF NORTH CAROLINA
CHAPEL HILL",21mar2025,608320,489704.39,489704.39,118615.61,"Piloting a multi-level intervention to promote viral
suppression among transgender women living with HIV","N/A - Departmental
Authority","-"
"NIH","R34MH129279","5R34MH129279-03","SAN DIEGO STATE UNIVERSITY",21mar2025,703794,581461.61,581461.61,122332.39,"eSTEP: An integrated mHealth intervention to engage high-
risk individuals along the full PrEP care continuum","N/A - Departmental
Authority","-"
"NIH","R34MH129782","5R34MH129782-03","UNIVERSITY OF NORTH
CAROLINA CHARLOTTE",21mar2025,681851,323430.66,323430.66,358420.34,"CA-LINC: A Culturally Adapted Care Coordination Suicide
Detection and Intervention Model for Black Youth","N/A - Departmental
Authority","-"
"NIH","R34MH129785","5R34MH129785-03","VIRGINIA POLYTECHNIC INST
AND ST UNIV",21mar2025,742854,425045.97,425045.97,317808.03,"The BH-Works Suicide Prevention Program for Sexual and
Gender Minority Youth","N/A - Departmental
Authority","-"
"NIH","R35GM146974","5R35GM146974-03","BOSTON CHILDREN'S HOSPITAL",10mar2025,1327011,828054.05,828054.05,442337,"Digital data streams and machine learning for real-time modeling of vaccine-preventable infectious diseases","N/A - Departmental Authority","-"
"NIH","R36AG083386","5R36AG083386-02","VANDERBILT UNIVERSITY",21mar2025,102220,43228.4,43228.4,58991.6,"Multi-Level Determinants of Sexual and Gender Minority
Aging","N/A - Departmental
Authority","-"
"NIH","R36DA058563","5R36DA058563-02","UNIVERSITY OF MIAMI CORAL GABLES",21mar2025,100000,76939.89,76939.89,23060.11,"Exploring the Role of Novel Aging-Focused Syndemic Conditions on HIV Risk and Quality of Life among HIV-
Negative Older Sexual Minority Men","N/A - Departmental Authority","-"
"NIH","R36DA058819","5R36DA058819-02","HUNTER COLLEGE",21mar2025,100800,65087.69,65087.69,35712.31,"Identifying Transdiagnostic Intervention Targets for PTSD-
SUD Comorbidity in a Vulnerable Population: A Mixed- Method Study","N/A - Departmental Authority","-"
"NIH","R37AG076057","5R37AG076057-04","UNIVERSITY OF TEXAS AT AUSTIN",21mar2025,1914178,1701356.38,1701356.38,212821.62,"How Spouses Influence Each Other's Health in Same- and Different-Sex Marriages: A Dyadic and Longitudinal
Assessment from Mid to Later Life","N/A - Departmental Authority","-"
"NIH","R37CA226682","5R37CA226682-06","OHIO STATE UNIVERSITY",21mar2025,3106120,2751971.27,2751971.27,354148.73,"A Randomized Controlled Trial of an HPV Vaccine Intervention for Young Sexual Minority Men","N/A - Departmental Authority","-"
"NIH","R44AG045011","5R44AG045011-05","FUNCTION PROMOTING
THERAPIES, LLC",21mar2025,1957589,1517044.78,1517044.78,440544.22,"Phase IIB: Development of TruT Algorithm for
Commercialization in Androgen Disorders","N/A - Departmental
Authority","-"
"NIH","R44AG080843","5R44AG080843-02","SILVERBILLS INC.",28feb2025,2521043,2439209.91,2439209.91,81833.09,"SilverBills: A Legal, Technical and Financial Tool for Aging
LGBTQ+ Individuals with Impaired Cognition","N/A - Departmental
Authority","-"
"NIH","R44HD103517","5R44HD103517-03","RESILIENT GAMES STUDIO, LLC",21mar2025,1698266,1698266,1698266,0,"Step UP for STEM and Health Careers: An Intervention to Reduce STEM-related biases and improve high school STEM
learning environments","N/A - Departmental Authority","-"
"NIH","R61DA056779","5R61DA056779-02","ICAHN SCHOOL OF MEDICINE
AT MOUNT SINAI",21mar2025,827884,553101.45,553101.45,274782.55,"Cue Reactivity Modulation in MSM with Methamphetamine
Use Disorder","N/A - Departmental
Authority","-"
"NIH","S21MD012472","5S21MD012472-07","UNIVERSITY OF NORTH TEXAS
HLTH SCI CTR",21mar2025,4000000,4000000,4000000,0,"Texas Minority Health Research and Outreach (MiHERO)","N/A - Departmental
Authority","-"
"NIH","S21MD018960","5S21MD018960-02","CHARLES R. DREW UNIVERSITY
OF MED & SCI",21mar2025,4000000,4000000,4000000,0,"Charles R. Drew University of Medicine and Science
Research Endowment Program","N/A - Departmental
Authority","-"
"NIH","SC1DA052120","5SC1DA052120-04","UNIVERSITY OF THE PACIFIC- STOCKTON",21mar2025,1155503,1088450.1,1088450.1,67052.89999999999,"GHB Toxicokinetics: Role of sex hormone dependent monocarboxylate transporter regulation and potential for altered overdose risk in transgender men and women","N/A - Departmental Authority","-"
"NIH","SC3GM136580","5SC3GM136580-04","HUNTER COLLEGE",28feb2025,468000,420927.4,420927.4,47072.6,"Trajectories of Adaptation to Traumatic Stress in a
Vulnerable Population","N/A - Departmental
Authority","-"
"NIH","T32AI007531","5T32AI007531-25","Columbia University",12mar2025,931215,754721,754721,176495,"Training in Pediatric Infectious Diseases","N/A - Departmental
Authority","-"
"NIH","T32AI106711","5T32AI106711-10","Columbia University",12mar2025,1032698,1006215,1006215,26483,"Columbia University Graduate Training Program in Microbiology and Immunology","N/A - Departmental Authority","-"
"NIH","T32AI148099","5T32AI148099-05","Columbia University",12mar2025,1370705,1199835,1199835,170870,"Training in Translational Immunology Research","N/A - Departmental
Authority","-"
"NIH","T32AR076953","5T32AR076953-04","Columbia University",14mar2025,557098,235248.75,235248.75,321849,"Multidisciplinary Training in Molecular and Translational
Rheumatology Research","N/A - Departmental
Authority","-"
"NIH","T32CA203703","5T32CA203703-09","Columbia University",14mar2025,1925125.71,1595044.92,1595044.92,330081,"Molecular Oncology Training Program","N/A - Departmental
Authority","-"
"NIH","T32DK007328","5T32DK007328-44","Columbia University",14mar2025,908007.98,821921.62,821921.62,86606,"Hormones: Molecular Mechanism of Action and Functions","N/A - Departmental
Authority","-"
"NIH","T32DK007647","5T32DK007647-35","Columbia University",12mar2025,1539482,1446751,1446751,92371,"Graduate Training in Nutrition","N/A - Departmental
Authority","-"
"NIH","T32DK065522","5T32DK065522-20","Columbia University",12mar2025,1252643,1088309,1088309,164334,"Training Grant in Pediatric Endocrinology Diabetes and
Metabolism","N/A - Departmental
Authority","-"
"NIH","T32ES007322","5T32ES007322-23","Columbia University",12mar2025,7011258,5808286.74,5808286.74,1202971,"Advanced training in environmental health and data science:
molecules to populations","N/A - Departmental
Authority","-"
"NIH","T32EY013933","5T32EY013933-24","Columbia University",14mar2025,747679,659121.78,659121.78,88577,"Vision Sciences Training Grant","N/A - Departmental
Authority","-"
"NIH","T32GM141882","5T32GM141882-04","Columbia University",14mar2025,1670307,1563073.21,1563073.21,107234,"Genetic Approaches to Development and Disease","N/A - Departmental
Authority","-"
"NIH","T32HL007854","5T32HL007854-29","Columbia University",14mar2025,3481535.09,2729787.52,2729787.52,751748,"Postdoctoral Training in Cardiovascular Disease","N/A - Departmental
Authority","-"
"NIH","T32HL105323","5T32HL105323-14","Columbia University",14mar2025,1483431.27,1071207.58,1071207.58,412224,"The Columbia University Training Program in Lung Science","N/A - Departmental
Authority","-"
"NIH","T32MH016434","5T32MH016434-45","Columbia University",12mar2025,2386983,2021424,2021424,365559,"Translational Research Training in Child Psychiatry","N/A - Departmental
Authority","-"
"NIH","T32MH018870","5T32MH018870-37","Columbia University",12mar2025,2576569,1830556,1830556,746013,"Training in Schizophrenia and Psychotic Disorders: From
Animal Models to Patients","N/A - Departmental
Authority","-"
"NIH","T32MH019139","5T32MH019139-35","Columbia University",12mar2025,2685287,2245463,2245463,439825,"Behavioral Sciences Research in HIV Infection","N/A - Departmental
Authority","-"
"NIH","T32MH020004","5T32MH020004-25","Columbia University",12mar2025,1710152,1562216,1562216,147937,"Research Training in Late-Life NeuroPsychiatric Disorders","N/A - Departmental
Authority","-"
"NIH","T32MH126036","5T32MH126036-05","Columbia University",12mar2025,2057067,1941096,1941096,115971,"Neurobiology and Behavior training grant","N/A - Departmental
Authority","-"
"NIH","T32MH126772","5T32MH126772-04","UNIVERSITY OF MIAMI SCHOOL
OF MEDICINE",12mar2025,1017725,665441.8199999999,665441.8199999999,286511,"Culturally-focused HIV Advancements through the Next
Generation for Equity (CHANGE) Training Program","N/A - Departmental
Authority","-"
"NIH","T32MH128395","5T32MH128395-04","Columbia University",14mar2025,977102,856338.6899999999,856338.6899999999,120763,"Social Determinants of HIV","N/A - Departmental Authority","-"
"NIH","T32MH130325","5T32MH130325-03","NORTHWESTERN UNIVERSITY
AT CHICAGO",18mar2025,1268481,754109.53,754109.53,514371.47,"Training Program in Translational Science HIV and Sexual and
Gender Minority Health","N/A - Departmental
Authority","-"
"NIH","T32NR007969","5T32NR007969-23","Columbia University",14mar2025,1959468,1222593.06,1222593.06,736875,"Reducing Health Disparities Through Informatics","N/A - Departmental
Authority","-"
"NIH","T32NS007153","5T32NS007153-40","Columbia University",12mar2025,1743833,1390847,1390847,352985,"Neuroepidemiology Training Program","N/A - Departmental
Authority","-"
"NIH","T32NS064928","5T32NS064928-15","Columbia University",12mar2025,1149851,1066400,1066400,83452,"Advanced Graduate Training Program in Neurobiology &
Behavior","N/A - Departmental
Authority","-"
"NIH","T32NS064929","5T32NS064929-15","Columbia University",12mar2025,1051461,977325,977325,74135,"Advanced Graduate Training Program in Theoretical
Neuroscience","N/A - Departmental
Authority","-"
"NIH","T35HL007616","5T35HL007616-44","Columbia University",14mar2025,865975.8,795085.37,795085.37,736875,"Short Term Training Grant","N/A - Departmental
Authority","-"
"NIH","T37MD008636","5T37MD008636-10","UNIVERSITY OF HAWAII AT MANOA",21mar2025,1342045,913028.04,913028.04,429016.96,"Transdisciplinary Health Disparities Research Training for Native Hawaiians and Pacific Students","N/A - Departmental Authority","-"
"NIH","TL1TR001875","5TL1TR001875-09","Columbia University",14mar2025,3643484.88,2896496.48,2896496.48,746988,"NRSA Training Core","N/A - Departmental
Authority","-"
"NIH","U01AI156874","5U01AI156874-04","NORTHWESTERN UNIVERSITY
AT CHICAGO",21mar2025,6366745,5399205.49,5399205.49,967539.51,"Effectiveness of Relationship Education for Reducing HIV
Incidence in Men Who Have Sex with Men","N/A - Departmental
Authority","-"
"NIH","U01DA036926","5U01DA036926-10","CHILDREN'S HOSPITAL OF LOS ANGELES",21mar2025,14350696,12695298.82,12695298.82,1655397.18,"Using Longitudinal Research to Engage African American and Latinx Sexual- and Gender-Minority Youth in the HIV Prevention and Care Continua and Reduce HIV/AIDS-Related
Disparities","N/A - Departmental Authority","-"
"NIH","U01DA036939","5U01DA036939-10","NORTHWESTERN UNIVERSITY
AT CHICAGO",21mar2025,14249839,10824770.74,10824770.74,3425068.26,"Multilevel Influences on HIV and Substance Use in a YMSM
cohort","N/A - Departmental
Authority","-"
"NIH","U01DK130058","5U01DK130058-04","Columbia University",14mar2025,2013149,1232740.04,1232740.04,780409,"India - Factors of CKDu in Uddanam Study (India-FOCUS)","N/A - Departmental
Authority","-"
"NIH","U01GM132375","5U01GM132375-05","UNIVERSITY OF CHICAGO",21mar2025,2057903,1902669.82,1902669.82,155233.18,"Boosting Mentor Effectiveness iN Training of Research Scientists (MENTORS) Using Social Cognitive Career Theory to Support Entry of Women & Minorities into Physician-
Scientist Careers","N/A - Departmental Authority","-"
"NIH","U01HD108738","5U01HD108738-03","CENTER FOR INNOVATIVE
PUBLIC HEALTH RESEARCH",21mar2025,5122427,4180423,4180423,942004,"Harnessing the power of text messaging to reduce HIV
incidence in adolescent males across the United States","N/A - Departmental
Authority","-"
"NIH","U01MD017426","5U01MD017426-02","UNIVERSITY OF PUERTO RICO - MEDICAL SCIENCE CAMPUS",24mar2025,2091295,1746890.26,1746890.26,344404.74,"Puerto Rico Community Action Research and Engagement (PR-CARE) to Eliminate Disparities in Diagnostic of COVID-19 among Rural Underserved and Vulnerable Populations.","N/A - Departmental Authority","-"
"NIH","U01MD019398","5U01MD019398-03","UNIVERSITY OF CALIFORNIA,
SAN FRANCISCO",21mar2025,9032778,7285333.04,7285333.04,1747444.96,"Increasing financial and health equity among low income
black youth and young adults","N/A - Departmental
Authority","-"
"NIH","U01MH125058","5U01MH125058-05","Columbia University",12mar2025,2405065,1592021.5,1592021.5,813044,"2/3 Genomics of Schizophrenia in the South African Xhosa","N/A - Departmental Authority","-"
"NIH","U01MH136558","5U01MH136558-03","BOSTON CHILDREN'S HOSPITAL",28feb2025,5955310,4471657.15,4471657.15,1483652.85,"TransHealthGUIDE: Transforming Health for Gender-Diverse
Young Adults Using Interventions to Drive Equity","N/A - Departmental
Authority","-"
"NIH","U01MH136574","5U01MH136574-02","SAN FRANCISCO STATE
UNIVERSITY",21mar2025,1499181,983933.76,983933.76,515247.24,"Hermanos de Luna y Sol: A community-based HIV prevention
intervention","N/A - Departmental
Authority","-"
"NIH","U01NS135533","5U01NS135533-02","Columbia University",14mar2025,2329247,629447.53,629447.53,1699799.47,"The SDOH-Homecare Intervention Focus Team (SHIFT) Trial
to Mitigate SDOH in Stroke Outcomes and Build Community Capacity","N/A - Departmental Authority","-"
"NIH","U19AI067773","5U19AI067773-20","Columbia University",12mar2025,30833964,24815564,24815564,6018400.14,"Center for High-Throughput Minimally-Invasive Radiation
Biodosimetry","N/A - Departmental
Authority","-"
"NIH","U24AG083253","5U24AG083253-02","GERONTOLOGICAL SOCIETY OF
AMERICA",21mar2025,1589753,545782.37,545782.37,1043970.63,"Resource Centers for Minority Aging Research National
Coordinating Center (RCMARs NCC)","N/A - Departmental
Authority","-"
"NIH","U24MD017250","5U24MD017250-04","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",21mar2025,18443323,15365392.5,15365392.5,3077930.5,"Research Coordinating Center to Reduce Disparities in Multiple Chronic Diseases (RCC RD-MCD)","N/A - Departmental Authority","-"
"NIH","U2RTW012123","5U2RTW012123-04","Columbia University",14mar2025,1399881,1149127.29,1149127.29,250754,"Advancing Public Health Research in Eastern Africa through
Data Science Training  (APHREA-DST)","N/A - Departmental
Authority","-"
"NIH","U54AG076040","5U54AG076040-04","Columbia University",14mar2025,10593904,7949790.82,7949790.82,264113.18,"A Multi-scale Atlas of Senescence in Diverse Tissue Types","N/A - Departmental
Authority","-"
"NIH","U54CA267735","5U54CA267735-04","DREXEL UNIVERSITY",21mar2025,14247391,9231211.74,9231211.74,5016179.26,"Catalyzing Systemic Change at Drexel University to Support
Diverse Faculty in Health Disparities Research","N/A - Departmental
Authority","-"
"NIH","U54CA272171","5U54CA272171-03","UNIVERSITY OF SOUTH
CAROLINA AT COLUMBIA",12mar2025,9212740,3330991.41,3330991.41,4386670,"Faculty Initiative for Improved Recruitment Retention and
Experience (FIIRRE)","N/A - Departmental
Authority","-"
"NIH","U54CA280915","5U54CA280915-02","VANDERBILT UNIVERSITY
MEDICAL CENTER (FIRST)",21mar2025,5993151,1359853.93,1359853.93,4633297.07,"Vanderbilt FIRST - Elevating Excellence and Transforming
Institutional Culture","N/A - Departmental
Authority","-"
"NIH","U54DA060049","5U54DA060049-02","UNIV OF NORTH CAROLINA
CHAPEL HILL",21mar2025,7775780,4287468.51,4287468.51,3488311.49,"Advancing Tobacco Regulatory Science to Reduce Health
Disparities","N/A - Departmental
Authority","-"
"NIH","U54DK104309","5U54DK104309-11","Columbia University",14mar2025,5656112,5000213.84,5000213.84,655898.17,"Investigating the Genetic Cellular and Metabolic Events
Important for Urothelial Homeostasis and Response to Injury","N/A - Departmental Authority","-"
"NIH","U54GM115516","3U54GM115516-08S1","MAINEHEALTH",10mar2025,18293219,13530537.91,13530537.91,248974,"Northern New England Clinical and Translational Research
Network","N/A - Departmental
Authority","-"
"NIH","U54HD113172","5U54HD113172-02","Columbia University",14mar2025,4593505,2559792.59,2559792.59,2033712.41,"NY Community-Hospital-Academic Maternal Health Equity
Partnerships (NY-CHAMP)","N/A - Departmental
Authority","-"
"NIH","U54HD113292","5U54HD113292-02","MOREHOUSE SCHOOL OF MEDICINE",21mar2025,2961102,1345262.52,1345262.52,1615839.48,"Center to Advance Reproductive Justice and Behavioral Health among Black Pregnant/Postpartum Women and Birthing People (CORAL).","N/A - Departmental Authority","-"
"NIH","U54MD007586","5U54MD007586-38","MEHARRY MEDICAL COLLEGE",21mar2025,14273850,8791482.09,8791482.09,5482367.91,"The RCMI Program in Health Disparities Research at
Meharry Medical College","N/A - Departmental
Authority","-"
"NIH","U54MD012393","5U54MD012393-08","FLORIDA INTERNATIONAL
UNIVERSITY",21mar2025,12195804,10269165.99,10269165.99,1926638.01,"The FIU Research Center in a Minority Institution (FIU-RCMI)","N/A - Departmental
Authority","-"
"NIH","U54NS078059","5U54NS078059-13","Columbia University",12mar2025,10219761.97,5983928.1,5983928.1,4235833.87,"The North American Mitochondrial Disease Consortium (NAMDC)","N/A - Departmental Authority","-"
"NIH","UG1HD113160","5UG1HD113160-02","NORTHWESTERN UNIVERSITY AT CHICAGO",21mar2025,2654230,1075666.82,1075666.82,1578563.18,"Intensive Combination Approach to Rollback the HIV Epidemic in Nigerian Youth (iCARE) Plus Effectiveness /
Implementation Hybrid Study","N/A - Departmental Authority","-"
"NIH","UG1HD113162","5UG1HD113162-02","UNIVERSITY OF MARYLAND BALTIMORE",21mar2025,2407266,1580467.9,1580467.9,826798.1,"Resilient HIV Implementation Science with Sexual and Gender Minority Youths using Evidence (RISE) Clinical
Research Center","N/A - Departmental Authority","-"
"NIH","UG3AI176853","5UG3AI176853-02","EMORY UNIVERSITY",21mar2025,5007595,3590260.96,3590260.96,1417334.04,"Limited interaction cohort to identify determinants of viral suppression in MSM and transfeminine individuals living
with HIV: A multilevel approach","N/A - Departmental Authority","-"
"NIH","UG3MH133258","5UG3MH133258-02","GEORGE WASHINGTON UNIVERSITY",21mar2025,1710169,839367.59,839367.59,870801.41,"Identifying socioecological profiles that impact changes in care outcomes among Black Sexual minority men living with
HIV","N/A - Departmental Authority","-"
"NIH","UG4LM013725","5UG4LM013725-04","UNIVERSITY OF WASHINGTON",21mar2025,5093880,4675821.19,4675821.19,418058.81,"NNLM Region 5:  Reaching More People in More Ways","N/A - Departmental
Authority","-"
"NIH","UH3HL152323","5UH3HL152323-05","Columbia University",14mar2025,3639922,2559061.97,2559061.97,1080859.83,"Alpha-1 Antitrypsin Disease Cohort: Longitudinal Biomarker
Study of Disease","N/A - Departmental
Authority","-"
"NIH","UL1TR001873","5UL1TR001873-09","Columbia University",14mar2025,42625469.41,37877294.09,37877294.09,4748175.32,"Clinical and Translational Science Award","N/A - Departmental
Authority","-"
"NIH","UM1AI068619","5UM1AI068619-19","FAMILY HEALTH
INTERNATIONAL",21mar2025,183155862.62,158278259.63,158278259.63,24877602.99,"HIV Prevention Trials Network Leadership and Operations
Center","N/A - Departmental
Authority","-"
"NIH","UM1AI069463","5UM1AI069463-19","WITS HEALTH CONSORTIUM
(PTY) LTD",21mar2025,10258469,10257205.27,10257205.27,1263.73,"Wits HIV Research Group CLINICAL TRIAL UNIT (CTU)
reapplication","N/A - Departmental
Authority","-"
"NIH","UM1AI154468","5UM1AI154468-05","COLUMBIA UNIVERSITY
HEALTH SCIENCES",21mar2025,9939140,9436528.310000001,9436528.310000001,502611.69,"ICAP Clinical Trials Unit","N/A - Departmental
Authority","-"
"NIH","UM1TR004409","5UM1TR004409-02","UNIVERSITY OF UTAH",12mar2025,10886474,10008205.59,10008205.59,878268.41,"CTSA UM1 Program at University of Utah","N/A - Departmental
Authority","-"
"NIH","UM2HD111076","5UM2HD111076-03","WESTAT, INC.",21mar2025,24596695,14279422.5,14279422.5,10317272.5,"Children's Hospital Los Angeles Site Consortium - Adolescent Medicine Trials Network for HIV/AIDS Interventions (ATN) Operations and Collaborations Center (UM2 Clinical Trial
Optional)","N/A - Departmental Authority","-"
"NIH","UM2HD111102","5UM2HD111102-03","FLORIDA STATE UNIVERSITY",21mar2025,36023354,21113820.43,21113820.43,14909533.57,"Adolescent Medicine Trials Network for HIV/AIDS
Interventions (ATN) Scientific Leadership Center","N/A - Departmental
Authority","-"
"NIH","R01AG069003","7R01AG069003-04","UNIV OF NORTH CAROLINA CHAPEL HILL",21mar2025,2411361,1044419.71,1044419.71,1366941.29,"Looking Back to Look Forward: Social Environment Across the Life Course Epigenetics and Birth Outcomes in Black
Families","N/A - Departmental Authority","-"
"NIH","R01DA059022","7R01DA059022-02","CHILDREN'S HOSP OF
PHILADELPHIA",21mar2025,1305609,361300.22,361300.22,944308.78,"The Collaborative Care PrTNER (Prevention Treatment
NavigationEngagement Resource) Project","N/A - Departmental
Authority","-"
"NIH","R01MH116829","7R01MH116829-06","Columbia University",12mar2025,1062868,991857,991857,71011,"Building mobile HIV prevention and mental health support in
low-resource settings","N/A - Departmental
Authority","-"
"NIH","R01MH129175","7R01MH129175-03","UNIVERSITY OF MICHIGAN AT
ANN ARBOR",21mar2025,2244412,760025.76,760025.76,1484386.24,"Strategies to Prevent HIV Acquisition Among Transgender
MSM in the US","N/A - Departmental
Authority","-"
"NIH","R01MH129285","7R01MH129285-02","NEW YORK STATE PSYCHIATRIC
INSTITUTE",21mar2025,1132843,506414.94,506414.94,626428.0600000001,"A multi-level approach to improve HIV prevention and care
for transgender women of color","N/A - Departmental
Authority","-"
"NIH","R21DA058575","7R21DA058575-02","HARVARD PILGRIM HEALTH
CARE, INC.",21mar2025,403450,203949.28,203949.28,199500.72,"Tailoring Delivery of LongActing PrEP for Cisgender (MSM)
who Use Methamphetamine","N/A - Departmental
Authority","-"
"NIH","R21HD103053","7R21HD103053-03","Columbia University",12mar2025,287260.71,229854.39,229854.39,57406.32,"mHealth and Mobile Ultrasound for Mothers","N/A - Departmental
Authority","-"
"NIH","R21TW012010","7R21TW012010-03","EMORY UNIVERSITY",21mar2025,400590,397092.93,397092.93,3497.07,"Stigma Reduction and Gender Affirmation to Promote HIV
Prevention/Testing in Trans Women","N/A - Departmental
Authority","-"
